order_id,product_id,quantity,unit_price,total_price
O00000919,P000146,3,619.92,1859.7599999999998
O00000919,P000084,1,16.55,16.55
O00000920,P000369,2,234.86,469.72
O00000921,P000429,1,880.84,880.84
O00000922,P000068,1,601.94,601.94
O00000922,P000255,1,852.73,852.73
O00000922,P000033,1,899.78,899.78
O00000923,P000042,2,924.77,1849.54
O00000924,P000405,3,574.78,1724.34
O00000924,P000203,1,890.86,890.86
O00000925,P000117,3,38.9,116.69999999999999
O00000925,P000123,3,542.01,1626.03
O00000925,P000029,3,379.47,1138.41
O00000926,P000487,1,437.4,437.4
O00000926,P000079,3,268.17,804.51
O00000926,P000489,2,21.49,42.98
O00000927,P000343,3,322.57,967.71
O00000927,P000366,2,630.22,1260.44
O00000928,P000004,3,674.47,2023.41
O00000928,P000179,1,831.06,831.06
O00000929,P000322,3,663.05,1989.1499999999999
O00000930,P000172,2,83.94,167.88
O00000930,P000101,2,175.54,351.08
O00000931,P000395,1,562.44,562.44
O00000931,P000208,1,451.32,451.32
O00000932,P000292,3,673.63,2020.8899999999999
O00000933,P000028,3,557.69,1673.0700000000002
O00000934,P000425,1,898.2,898.2
O00000935,P000386,1,981.86,981.86
O00000936,P000040,1,485.01,485.01
O00000936,P000316,1,883.21,883.21
O00000936,P000055,3,988.95,2966.8500000000004
O00000936,P000453,1,612.76,612.76
O00000937,P000291,1,899.3,899.3
O00000938,P000191,2,139.18,278.36
O00000938,P000039,3,562.51,1687.53
O00000938,P000144,1,733.46,733.46
O00000939,P000455,1,33.75,33.75
O00000939,P000410,3,788.5,2365.5
O00000939,P000469,3,208.55,625.6500000000001
O00000939,P000105,3,382.29,1146.8700000000001
O00000940,P000234,3,106.63,319.89
O00000940,P000446,3,224.71,674.13
O00000940,P000454,3,731.89,2195.67
O00000941,P000204,3,288.71,866.1299999999999
O00000942,P000007,3,321.24,963.72
O00000943,P000369,2,234.86,469.72
O00000943,P000246,1,509.59,509.59
O00000943,P000104,3,321.04,963.1200000000001
O00000944,P000333,1,395.21,395.21
O00000945,P000367,1,975.23,975.23
O00000945,P000435,2,319.77,639.54
O00000945,P000381,2,167.03,334.06
O00000946,P000462,2,538.93,1077.86
O00000947,P000298,2,749.29,1498.58
O00000947,P000206,2,214.88,429.76
O00000948,P000278,2,115.41,230.82
O00000948,P000209,2,671.46,1342.92
O00000949,P000386,3,981.86,2945.58
O00000949,P000277,1,358.72,358.72
O00000950,P000082,3,43.49,130.47
O00000950,P000436,1,462.33,462.33
O00000950,P000409,1,60.01,60.01
O00000951,P000279,1,258.06,258.06
O00000951,P000022,2,376.83,753.66
O00000951,P000267,3,674.76,2024.28
O00000951,P000054,3,916.97,2750.91
O00000951,P000295,1,633.92,633.92
O00000952,P000192,2,119.81,239.62
O00000952,P000281,3,667.85,2003.5500000000002
O00000952,P000480,3,815.78,2447.34
O00000953,P000116,3,168.53,505.59000000000003
O00000953,P000328,1,712.06,712.06
O00000953,P000330,3,371.99,1115.97
O00000953,P000233,1,539.29,539.29
O00000953,P000080,3,386.04,1158.1200000000001
O00000954,P000387,2,727.16,1454.32
O00000955,P000152,1,269.56,269.56
O00000956,P000484,2,535.94,1071.88
O00000957,P000318,3,678.48,2035.44
O00000958,P000180,2,727.19,1454.38
O00000958,P000016,3,233.22,699.66
O00000959,P000301,2,620.72,1241.44
O00000959,P000318,3,678.48,2035.44
O00000960,P000244,1,730.55,730.55
O00000960,P000130,1,866.64,866.64
O00000960,P000279,3,258.06,774.1800000000001
O00000960,P000048,3,291.72,875.1600000000001
O00000961,P000241,2,435.12,870.24
O00000961,P000018,2,924.69,1849.38
O00000962,P000066,3,43.24,129.72
O00000963,P000238,3,415.1,1245.3000000000002
O00000963,P000141,3,904.76,2714.2799999999997
O00000964,P000090,2,56.1,112.2
O00000964,P000462,2,538.93,1077.86
O00000965,P000040,1,485.01,485.01
O00000965,P000102,1,620.5,620.5
O00000965,P000247,2,994.73,1989.46
O00000965,P000249,3,109.97,329.90999999999997
O00000966,P000175,3,714.05,2142.1499999999996
O00000967,P000085,1,940.31,940.31
O00000968,P000011,3,985.28,2955.84
O00000968,P000363,3,730.49,2191.4700000000003
O00000969,P000360,1,175.9,175.9
O00000969,P000217,1,622.06,622.06
O00000970,P000476,1,896.74,896.74
O00000971,P000280,3,619.95,1859.8500000000001
O00000971,P000192,2,119.81,239.62
O00000972,P000104,1,321.04,321.04
O00000973,P000269,3,526.77,1580.31
O00000974,P000125,2,390.1,780.2
O00000975,P000284,3,50.23,150.69
O00000976,P000390,1,623.54,623.54
O00000977,P000430,1,781.32,781.32
O00000977,P000321,2,610.46,1220.92
O00000977,P000186,2,588.15,1176.3
O00000978,P000477,2,74.71,149.42
O00000978,P000192,2,119.81,239.62
O00000979,P000209,3,671.46,2014.38
O00000979,P000331,1,559.36,559.36
O00000980,P000214,3,394.22,1182.66
O00000980,P000034,1,60.84,60.84
O00000981,P000414,2,327.53,655.06
O00000981,P000470,2,123.32,246.64
O00000982,P000250,3,122.87,368.61
O00000982,P000198,3,21.28,63.84
O00000983,P000176,3,856.06,2568.18
O00000983,P000273,3,582.77,1748.31
O00000984,P000475,2,461.03,922.06
O00000985,P000266,2,561.56,1123.12
O00000985,P000347,2,679.05,1358.1
O00000985,P000211,3,717.16,2151.48
O00000986,P000395,3,562.44,1687.3200000000002
O00000987,P000237,3,128.62,385.86
O00000988,P000426,3,161.22,483.65999999999997
O00000988,P000173,2,471.39,942.78
O00000988,P000094,2,333.11,666.22
O00000989,P000130,2,866.64,1733.28
O00000989,P000064,3,385.48,1156.44
O00000990,P000299,2,557.99,1115.98
O00000990,P000421,1,979.99,979.99
O00000990,P000142,2,104.23,208.46
O00000990,P000262,1,840.64,840.64
O00000990,P000291,2,899.3,1798.6
O00000991,P000093,1,748.0,748.0
O00000992,P000275,2,142.04,284.08
O00000993,P000006,2,455.42,910.84
O00000993,P000058,3,899.9,2699.7
O00000994,P000385,3,628.88,1886.6399999999999
O00000994,P000137,2,968.45,1936.9
O00000995,P000197,1,747.89,747.89
O00000995,P000105,1,382.29,382.29
O00000995,P000278,1,115.41,115.41
O00000995,P000316,3,883.21,2649.63
O00000996,P000124,3,195.23,585.6899999999999
O00000996,P000236,1,852.7,852.7
O00000997,P000441,2,652.09,1304.18
O00000997,P000308,2,851.09,1702.18
O00000998,P000455,2,33.75,67.5
O00000999,P000345,2,276.39,552.78
O00001000,P000430,3,781.32,2343.96
O00001000,P000227,1,802.86,802.86
O00001001,P000404,2,362.1,724.2
O00001002,P000119,2,462.97,925.94
O00001003,P000012,2,805.63,1611.26
O00001003,P000200,2,830.52,1661.04
O00001003,P000293,2,818.59,1637.18
O00001004,P000188,2,324.82,649.64
O00001005,P000390,1,623.54,623.54
O00001006,P000041,3,820.19,2460.57
O00001007,P000469,1,208.55,208.55
O00001008,P000027,3,883.63,2650.89
O00001009,P000086,1,360.9,360.9
O00001009,P000121,1,594.27,594.27
O00001010,P000274,2,979.71,1959.42
O00001010,P000064,3,385.48,1156.44
O00001010,P000399,2,407.54,815.08
O00001011,P000393,1,575.3,575.3
O00001011,P000140,3,308.85,926.5500000000001
O00001011,P000263,3,500.88,1502.6399999999999
O00001012,P000312,2,763.86,1527.72
O00001013,P000128,1,777.36,777.36
O00001014,P000251,2,168.77,337.54
O00001014,P000347,3,679.05,2037.1499999999999
O00001015,P000311,3,519.0,1557.0
O00001016,P000258,2,167.8,335.6
O00001016,P000440,1,34.66,34.66
O00001017,P000310,2,470.05,940.1
O00001018,P000111,3,20.44,61.32000000000001
O00001018,P000223,1,469.58,469.58
O00001018,P000397,2,391.48,782.96
O00001019,P000009,1,131.41,131.41
O00001020,P000105,2,382.29,764.58
O00001021,P000052,2,243.17,486.34
O00001021,P000152,1,269.56,269.56
O00001022,P000283,2,727.67,1455.34
O00001022,P000245,1,948.6,948.6
O00001022,P000021,2,489.41,978.82
O00001023,P000288,1,367.19,367.19
O00001023,P000139,3,132.99,398.97
O00001023,P000031,1,932.06,932.06
O00001024,P000168,2,740.7,1481.4
O00001025,P000264,3,230.48,691.4399999999999
O00001025,P000019,3,576.42,1729.2599999999998
O00001026,P000170,2,104.62,209.24
O00001026,P000339,3,610.3,1830.8999999999999
O00001026,P000366,3,630.22,1890.66
O00001027,P000022,1,376.83,376.83
O00001028,P000423,1,746.95,746.95
O00001028,P000453,2,612.76,1225.52
O00001029,P000136,1,950.75,950.75
O00001029,P000373,1,428.02,428.02
O00001029,P000248,2,132.36,264.72
O00001030,P000176,2,856.06,1712.12
O00001030,P000316,2,883.21,1766.42
O00001030,P000373,2,428.02,856.04
O00001031,P000350,3,861.8,2585.3999999999996
O00001032,P000418,1,488.2,488.2
O00001033,P000208,2,451.32,902.64
O00001033,P000027,2,883.63,1767.26
O00001033,P000488,1,181.68,181.68
O00001033,P000303,1,658.92,658.92
O00001034,P000475,3,461.03,1383.09
O00001034,P000051,2,406.82,813.64
O00001034,P000358,2,130.03,260.06
O00001034,P000278,3,115.41,346.23
O00001035,P000340,1,115.4,115.4
O00001035,P000034,2,60.84,121.68
O00001035,P000397,2,391.48,782.96
O00001035,P000161,2,860.1,1720.2
O00001036,P000250,2,122.87,245.74
O00001037,P000313,1,474.98,474.98
O00001038,P000043,3,118.13,354.39
O00001039,P000414,1,327.53,327.53
O00001039,P000358,1,130.03,130.03
O00001039,P000332,2,237.47,474.94
O00001039,P000078,1,841.33,841.33
O00001040,P000342,1,863.4,863.4
O00001040,P000293,1,818.59,818.59
O00001041,P000021,3,489.41,1468.23
O00001042,P000252,3,98.11,294.33
O00001042,P000056,2,452.28,904.56
O00001042,P000137,3,968.45,2905.3500000000004
O00001043,P000081,3,176.55,529.6500000000001
O00001043,P000330,3,371.99,1115.97
O00001043,P000398,1,114.46,114.46
O00001044,P000356,2,566.52,1133.04
O00001044,P000243,2,137.64,275.28
O00001045,P000477,2,74.71,149.42
O00001045,P000121,3,594.27,1782.81
O00001046,P000301,1,620.72,620.72
O00001047,P000123,3,542.01,1626.03
O00001048,P000374,2,196.12,392.24
O00001048,P000301,3,620.72,1862.16
O00001049,P000026,1,499.95,499.95
O00001050,P000495,3,539.68,1619.04
O00001050,P000204,2,288.71,577.42
O00001051,P000491,3,821.87,2465.61
O00001051,P000469,3,208.55,625.6500000000001
O00001052,P000172,1,83.94,83.94
O00001052,P000076,1,698.67,698.67
O00001053,P000214,1,394.22,394.22
O00001053,P000020,3,252.43,757.29
O00001053,P000395,2,562.44,1124.88
O00001054,P000497,1,177.39,177.39
O00001054,P000257,1,279.11,279.11
O00001054,P000104,2,321.04,642.08
O00001055,P000314,3,548.91,1646.73
O00001055,P000475,1,461.03,461.03
O00001055,P000101,2,175.54,351.08
O00001055,P000223,3,469.58,1408.74
O00001055,P000395,3,562.44,1687.3200000000002
O00001056,P000322,1,663.05,663.05
O00001056,P000495,2,539.68,1079.36
O00001057,P000162,3,805.08,2415.2400000000002
O00001058,P000343,2,322.57,645.14
O00001058,P000464,2,309.3,618.6
O00001058,P000297,2,95.64,191.28
O00001059,P000002,2,300.83,601.66
O00001060,P000009,3,131.41,394.23
O00001060,P000257,3,279.11,837.33
O00001060,P000445,2,13.5,27.0
O00001060,P000488,3,181.68,545.04
O00001061,P000438,2,829.34,1658.68
O00001061,P000121,3,594.27,1782.81
O00001061,P000474,3,206.17,618.51
O00001062,P000126,2,175.58,351.16
O00001063,P000083,2,710.1,1420.2
O00001064,P000036,1,211.85,211.85
O00001064,P000040,1,485.01,485.01
O00001065,P000139,1,132.99,132.99
O00001065,P000495,2,539.68,1079.36
O00001065,P000092,2,836.3,1672.6
O00001066,P000403,2,321.76,643.52
O00001066,P000043,1,118.13,118.13
O00001067,P000468,3,112.07,336.21
O00001068,P000354,1,108.87,108.87
O00001068,P000274,2,979.71,1959.42
O00001069,P000222,3,208.72,626.16
O00001069,P000054,2,916.97,1833.94
O00001069,P000414,1,327.53,327.53
O00001070,P000382,1,305.82,305.82
O00001071,P000189,1,948.88,948.88
O00001072,P000341,2,448.34,896.68
O00001073,P000432,1,853.61,853.61
O00001074,P000283,2,727.67,1455.34
O00001074,P000372,1,417.62,417.62
O00001075,P000020,1,252.43,252.43
O00001075,P000440,1,34.66,34.66
O00001076,P000144,3,733.46,2200.38
O00001076,P000175,2,714.05,1428.1
O00001076,P000436,1,462.33,462.33
O00001076,P000211,2,717.16,1434.32
O00001076,P000039,2,562.51,1125.02
O00001077,P000048,1,291.72,291.72
O00001078,P000171,2,298.76,597.52
O00001079,P000282,1,624.36,624.36
O00001079,P000387,3,727.16,2181.48
O00001079,P000278,3,115.41,346.23
O00001080,P000207,1,895.93,895.93
O00001081,P000071,3,382.7,1148.1
O00001081,P000036,1,211.85,211.85
O00001081,P000049,1,121.52,121.52
O00001082,P000082,3,43.49,130.47
O00001083,P000292,1,673.63,673.63
O00001083,P000359,3,676.46,2029.38
O00001084,P000261,1,527.87,527.87
O00001084,P000123,3,542.01,1626.03
O00001084,P000209,3,671.46,2014.38
O00001085,P000314,2,548.91,1097.82
O00001085,P000342,1,863.4,863.4
O00001086,P000138,3,853.9,2561.7
O00001086,P000128,1,777.36,777.36
O00001087,P000383,3,24.92,74.76
O00001087,P000130,1,866.64,866.64
O00001088,P000119,1,462.97,462.97
O00001088,P000128,3,777.36,2332.08
O00001088,P000382,1,305.82,305.82
O00001089,P000368,3,751.42,2254.2599999999998
O00001089,P000057,1,541.29,541.29
O00001090,P000064,2,385.48,770.96
O00001090,P000445,2,13.5,27.0
O00001091,P000106,2,769.94,1539.88
O00001091,P000200,1,830.52,830.52
O00001092,P000130,2,866.64,1733.28
O00001092,P000002,2,300.83,601.66
O00001093,P000057,2,541.29,1082.58
O00001094,P000272,2,14.29,28.58
O00001094,P000034,2,60.84,121.68
O00001094,P000301,2,620.72,1241.44
O00001095,P000246,1,509.59,509.59
O00001096,P000486,3,375.53,1126.59
O00001097,P000354,2,108.87,217.74
O00001097,P000051,3,406.82,1220.46
O00001098,P000124,2,195.23,390.46
O00001098,P000461,1,917.02,917.02
O00001098,P000145,3,535.2,1605.6000000000001
O00001099,P000491,1,821.87,821.87
O00001100,P000056,3,452.28,1356.84
O00001101,P000492,3,733.6,2200.8
O00001101,P000309,3,895.05,2685.1499999999996
O00001102,P000440,2,34.66,69.32
O00001103,P000288,3,367.19,1101.57
O00001103,P000009,1,131.41,131.41
O00001104,P000212,3,949.57,2848.71
O00001105,P000190,1,99.35,99.35
O00001106,P000231,1,807.38,807.38
O00001106,P000458,1,183.87,183.87
O00001107,P000323,1,140.89,140.89
O00001107,P000481,1,665.99,665.99
O00001108,P000432,2,853.61,1707.22
O00001109,P000118,3,285.56,856.6800000000001
O00001109,P000474,2,206.17,412.34
O00001110,P000379,1,257.58,257.58
O00001111,P000024,3,723.92,2171.7599999999998
O00001112,P000231,1,807.38,807.38
O00001113,P000428,1,933.7,933.7
O00001113,P000352,3,276.71,830.1299999999999
O00001113,P000222,1,208.72,208.72
O00001114,P000090,3,56.1,168.3
O00001115,P000118,3,285.56,856.6800000000001
O00001116,P000273,2,582.77,1165.54
O00001116,P000339,2,610.3,1220.6
O00001116,P000291,1,899.3,899.3
O00001116,P000111,3,20.44,61.32000000000001
O00001116,P000489,2,21.49,42.98
O00001117,P000239,3,90.0,270.0
O00001117,P000475,1,461.03,461.03
O00001117,P000047,3,500.43,1501.29
O00001118,P000365,1,163.72,163.72
O00001118,P000378,1,753.06,753.06
O00001119,P000440,3,34.66,103.97999999999999
O00001120,P000171,3,298.76,896.28
O00001121,P000412,1,401.37,401.37
O00001122,P000280,2,619.95,1239.9
O00001122,P000042,2,924.77,1849.54
O00001122,P000378,1,753.06,753.06
O00001123,P000354,3,108.87,326.61
O00001123,P000013,1,416.69,416.69
O00001123,P000442,1,369.31,369.31
O00001124,P000051,3,406.82,1220.46
O00001124,P000225,3,37.18,111.53999999999999
O00001124,P000402,2,599.81,1199.62
O00001124,P000458,1,183.87,183.87
O00001125,P000345,1,276.39,276.39
O00001126,P000417,1,455.56,455.56
O00001127,P000090,2,56.1,112.2
O00001128,P000240,1,217.29,217.29
O00001128,P000014,3,522.19,1566.5700000000002
O00001129,P000046,3,741.3,2223.8999999999996
O00001129,P000186,3,588.15,1764.4499999999998
O00001130,P000409,3,60.01,180.03
O00001130,P000138,1,853.9,853.9
O00001131,P000374,3,196.12,588.36
O00001131,P000022,3,376.83,1130.49
O00001132,P000236,2,852.7,1705.4
O00001132,P000317,1,368.6,368.6
O00001133,P000476,2,896.74,1793.48
O00001133,P000063,2,136.07,272.14
O00001133,P000444,3,314.98,944.94
O00001134,P000330,2,371.99,743.98
O00001134,P000091,2,961.85,1923.7
O00001134,P000281,1,667.85,667.85
O00001134,P000486,3,375.53,1126.59
O00001135,P000080,3,386.04,1158.1200000000001
O00001136,P000342,2,863.4,1726.8
O00001136,P000375,2,703.47,1406.94
O00001137,P000370,3,528.08,1584.2400000000002
O00001138,P000237,1,128.62,128.62
O00001139,P000149,1,649.71,649.71
O00001140,P000096,1,275.29,275.29
O00001140,P000151,3,840.58,2521.7400000000002
O00001141,P000149,3,649.71,1949.13
O00001142,P000285,3,712.59,2137.77
O00001143,P000426,1,161.22,161.22
O00001143,P000357,3,633.56,1900.6799999999998
O00001144,P000123,1,542.01,542.01
O00001144,P000105,1,382.29,382.29
O00001144,P000470,2,123.32,246.64
O00001145,P000414,1,327.53,327.53
O00001145,P000073,1,88.28,88.28
O00001145,P000413,1,435.77,435.77
O00001146,P000304,1,662.83,662.83
O00001147,P000116,1,168.53,168.53
O00001148,P000314,2,548.91,1097.82
O00001148,P000390,2,623.54,1247.08
O00001148,P000259,1,365.01,365.01
O00001148,P000255,2,852.73,1705.46
O00001149,P000005,1,134.97,134.97
O00001149,P000006,1,455.42,455.42
O00001150,P000282,3,624.36,1873.08
O00001150,P000066,3,43.24,129.72
O00001151,P000374,3,196.12,588.36
O00001151,P000146,1,619.92,619.92
O00001152,P000201,3,29.88,89.64
O00001152,P000189,2,948.88,1897.76
O00001153,P000270,3,261.75,785.25
O00001154,P000430,3,781.32,2343.96
O00001154,P000014,1,522.19,522.19
O00001155,P000311,1,519.0,519.0
O00001155,P000309,1,895.05,895.05
O00001155,P000259,2,365.01,730.02
O00001155,P000076,2,698.67,1397.34
O00001156,P000439,2,725.42,1450.84
O00001156,P000375,1,703.47,703.47
O00001157,P000173,2,471.39,942.78
O00001157,P000122,2,149.94,299.88
O00001157,P000253,2,726.34,1452.68
O00001158,P000219,1,235.68,235.68
O00001158,P000400,1,378.0,378.0
O00001158,P000434,1,620.89,620.89
O00001159,P000419,1,291.17,291.17
O00001159,P000447,2,632.35,1264.7
O00001160,P000090,1,56.1,56.1
O00001161,P000224,1,960.92,960.92
O00001161,P000293,2,818.59,1637.18
O00001162,P000108,3,162.6,487.79999999999995
O00001163,P000407,2,782.32,1564.64
O00001163,P000271,1,759.58,759.58
O00001164,P000271,1,759.58,759.58
O00001164,P000070,1,972.57,972.57
O00001164,P000209,1,671.46,671.46
O00001165,P000356,3,566.52,1699.56
O00001165,P000010,1,74.29,74.29
O00001166,P000009,3,131.41,394.23
O00001167,P000483,2,499.35,998.7
O00001167,P000321,3,610.46,1831.38
O00001168,P000382,3,305.82,917.46
O00001168,P000374,2,196.12,392.24
O00001168,P000347,1,679.05,679.05
O00001169,P000488,3,181.68,545.04
O00001170,P000292,1,673.63,673.63
O00001170,P000317,1,368.6,368.6
O00001170,P000406,1,900.03,900.03
O00001171,P000207,1,895.93,895.93
O00001171,P000289,2,247.94,495.88
O00001171,P000287,3,510.09,1530.27
O00001171,P000492,3,733.6,2200.8
O00001172,P000457,3,307.28,921.8399999999999
O00001172,P000016,2,233.22,466.44
O00001173,P000311,1,519.0,519.0
O00001174,P000337,3,95.97,287.90999999999997
O00001174,P000460,1,525.86,525.86
O00001175,P000455,3,33.75,101.25
O00001175,P000340,3,115.4,346.20000000000005
O00001175,P000061,3,414.78,1244.34
O00001175,P000073,2,88.28,176.56
O00001176,P000076,3,698.67,2096.0099999999998
O00001176,P000223,2,469.58,939.16
O00001177,P000473,1,398.0,398.0
O00001177,P000425,1,898.2,898.2
O00001178,P000393,3,575.3,1725.8999999999999
O00001178,P000098,2,454.36,908.72
O00001178,P000414,3,327.53,982.5899999999999
O00001179,P000278,1,115.41,115.41
O00001180,P000492,1,733.6,733.6
O00001181,P000029,1,379.47,379.47
O00001182,P000417,2,455.56,911.12
O00001182,P000314,1,548.91,548.91
O00001183,P000311,1,519.0,519.0
O00001184,P000447,2,632.35,1264.7
O00001184,P000299,3,557.99,1673.97
O00001185,P000009,2,131.41,262.82
O00001186,P000372,2,417.62,835.24
O00001186,P000207,3,895.93,2687.79
O00001186,P000391,1,555.95,555.95
O00001187,P000372,2,417.62,835.24
O00001187,P000321,2,610.46,1220.92
O00001187,P000423,1,746.95,746.95
O00001188,P000269,3,526.77,1580.31
O00001189,P000489,3,21.49,64.47
O00001189,P000477,1,74.71,74.71
O00001189,P000161,1,860.1,860.1
O00001189,P000184,2,549.07,1098.14
O00001190,P000465,3,487.84,1463.52
O00001190,P000085,1,940.31,940.31
O00001190,P000348,1,899.14,899.14
O00001190,P000053,2,243.94,487.88
O00001190,P000041,1,820.19,820.19
O00001191,P000177,1,71.05,71.05
O00001191,P000193,1,308.75,308.75
O00001192,P000087,2,687.2,1374.4
O00001192,P000443,1,770.58,770.58
O00001192,P000297,1,95.64,95.64
O00001193,P000028,1,557.69,557.69
O00001194,P000464,2,309.3,618.6
O00001194,P000238,3,415.1,1245.3000000000002
O00001194,P000380,3,466.23,1398.69
O00001194,P000405,1,574.78,574.78
O00001195,P000458,3,183.87,551.61
O00001195,P000421,1,979.99,979.99
O00001195,P000302,1,674.97,674.97
O00001196,P000252,3,98.11,294.33
O00001196,P000402,3,599.81,1799.4299999999998
O00001196,P000375,2,703.47,1406.94
O00001197,P000435,3,319.77,959.31
O00001197,P000264,3,230.48,691.4399999999999
O00001197,P000091,2,961.85,1923.7
O00001198,P000253,3,726.34,2179.02
O00001198,P000403,3,321.76,965.28
O00001198,P000360,3,175.9,527.7
O00001199,P000481,1,665.99,665.99
O00001199,P000255,2,852.73,1705.46
O00001200,P000193,1,308.75,308.75
O00001200,P000277,3,358.72,1076.16
O00001200,P000074,1,608.92,608.92
O00001201,P000188,2,324.82,649.64
O00001201,P000008,3,126.58,379.74
O00001201,P000398,2,114.46,228.92
O00001202,P000334,1,229.55,229.55
O00001203,P000286,3,792.01,2376.0299999999997
O00001203,P000303,2,658.92,1317.84
O00001203,P000274,1,979.71,979.71
O00001203,P000396,2,79.68,159.36
O00001204,P000065,2,811.38,1622.76
O00001204,P000457,1,307.28,307.28
O00001204,P000471,3,150.14,450.41999999999996
O00001204,P000020,3,252.43,757.29
O00001205,P000260,2,55.51,111.02
O00001205,P000497,3,177.39,532.17
O00001206,P000034,1,60.84,60.84
O00001206,P000332,2,237.47,474.94
O00001207,P000336,2,603.52,1207.04
O00001208,P000245,3,948.6,2845.8
O00001208,P000101,3,175.54,526.62
O00001209,P000033,2,899.78,1799.56
O00001209,P000369,2,234.86,469.72
O00001209,P000322,3,663.05,1989.1499999999999
O00001209,P000340,3,115.4,346.20000000000005
O00001210,P000255,1,852.73,852.73
O00001210,P000368,1,751.42,751.42
O00001211,P000273,3,582.77,1748.31
O00001211,P000163,1,827.74,827.74
O00001211,P000349,2,229.87,459.74
O00001212,P000340,2,115.4,230.8
O00001212,P000459,2,163.83,327.66
O00001212,P000445,2,13.5,27.0
O00001213,P000144,3,733.46,2200.38
O00001214,P000236,2,852.7,1705.4
O00001214,P000304,1,662.83,662.83
O00001215,P000350,2,861.8,1723.6
O00001215,P000273,2,582.77,1165.54
O00001215,P000379,1,257.58,257.58
O00001215,P000295,1,633.92,633.92
O00001216,P000349,2,229.87,459.74
O00001217,P000496,3,301.67,905.01
O00001218,P000401,2,768.05,1536.1
O00001218,P000352,1,276.71,276.71
O00001219,P000266,2,561.56,1123.12
O00001219,P000135,3,420.08,1260.24
O00001220,P000004,1,674.47,674.47
O00001221,P000248,1,132.36,132.36
O00001221,P000085,1,940.31,940.31
O00001222,P000108,1,162.6,162.6
O00001222,P000202,2,942.42,1884.84
O00001222,P000158,2,783.31,1566.62
O00001223,P000454,1,731.89,731.89
O00001224,P000024,3,723.92,2171.7599999999998
O00001224,P000009,2,131.41,262.82
O00001224,P000492,1,733.6,733.6
O00001225,P000398,2,114.46,228.92
O00001226,P000310,1,470.05,470.05
O00001226,P000376,2,276.5,553.0
O00001227,P000393,2,575.3,1150.6
O00001227,P000179,1,831.06,831.06
O00001228,P000214,2,394.22,788.44
O00001228,P000030,3,49.85,149.55
O00001228,P000490,3,807.88,2423.64
O00001229,P000071,2,382.7,765.4
O00001229,P000253,3,726.34,2179.02
O00001229,P000362,2,864.18,1728.36
O00001230,P000444,2,314.98,629.96
O00001231,P000467,3,866.16,2598.48
O00001231,P000061,2,414.78,829.56
O00001231,P000496,2,301.67,603.34
O00001231,P000043,1,118.13,118.13
O00001232,P000118,3,285.56,856.6800000000001
O00001233,P000453,2,612.76,1225.52
O00001233,P000424,2,71.39,142.78
O00001233,P000060,1,82.3,82.3
O00001234,P000378,3,753.06,2259.18
O00001234,P000094,1,333.11,333.11
O00001235,P000074,3,608.92,1826.7599999999998
O00001235,P000256,1,275.63,275.63
O00001235,P000494,2,891.02,1782.04
O00001236,P000383,1,24.92,24.92
O00001236,P000004,2,674.47,1348.94
O00001237,P000112,1,468.43,468.43
O00001238,P000103,3,863.58,2590.7400000000002
O00001239,P000454,1,731.89,731.89
O00001239,P000047,2,500.43,1000.86
O00001239,P000267,2,674.76,1349.52
O00001240,P000207,1,895.93,895.93
O00001240,P000266,3,561.56,1684.6799999999998
O00001240,P000362,2,864.18,1728.36
O00001241,P000186,2,588.15,1176.3
O00001241,P000288,2,367.19,734.38
O00001241,P000322,1,663.05,663.05
O00001242,P000398,3,114.46,343.38
O00001242,P000438,3,829.34,2488.02
O00001243,P000094,2,333.11,666.22
O00001243,P000368,1,751.42,751.42
O00001244,P000368,1,751.42,751.42
O00001244,P000373,3,428.02,1284.06
O00001245,P000291,3,899.3,2697.8999999999996
O00001245,P000466,1,873.08,873.08
O00001246,P000300,3,217.95,653.8499999999999
O00001246,P000039,2,562.51,1125.02
O00001247,P000360,1,175.9,175.9
O00001247,P000494,3,891.02,2673.06
O00001248,P000238,2,415.1,830.2
O00001248,P000378,1,753.06,753.06
O00001248,P000381,1,167.03,167.03
O00001249,P000416,2,742.19,1484.38
O00001250,P000002,3,300.83,902.49
O00001250,P000096,1,275.29,275.29
O00001251,P000389,2,302.72,605.44
O00001251,P000270,3,261.75,785.25
O00001252,P000266,1,561.56,561.56
O00001252,P000125,3,390.1,1170.3000000000002
O00001252,P000067,1,544.36,544.36
O00001252,P000077,1,538.31,538.31
O00001253,P000136,2,950.75,1901.5
O00001253,P000390,3,623.54,1870.62
O00001253,P000284,3,50.23,150.69
O00001254,P000361,3,350.19,1050.57
O00001254,P000450,3,102.2,306.6
O00001254,P000191,2,139.18,278.36
O00001255,P000417,1,455.56,455.56
O00001255,P000394,1,609.89,609.89
O00001255,P000021,2,489.41,978.82
O00001256,P000294,2,63.73,127.46
O00001256,P000165,1,375.23,375.23
O00001256,P000057,2,541.29,1082.58
O00001257,P000048,3,291.72,875.1600000000001
O00001257,P000012,3,805.63,2416.89
O00001257,P000399,1,407.54,407.54
O00001257,P000077,3,538.31,1614.9299999999998
O00001258,P000142,3,104.23,312.69
O00001259,P000043,1,118.13,118.13
O00001259,P000108,3,162.6,487.79999999999995
O00001259,P000352,1,276.71,276.71
O00001259,P000304,1,662.83,662.83
O00001259,P000256,2,275.63,551.26
O00001260,P000474,2,206.17,412.34
O00001260,P000359,2,676.46,1352.92
